cycle,time,gid,level,region,component,eta4
1,0.020949130973875758,1,2,block_edge,z4c_Axy,0.5393578726358188
1,0.020949130973875758,1,2,block_edge,z4c_Axz,0.0044623720993686939
1,0.020949130973875758,1,2,block_edge,z4c_Ayy,2.3974870642910542
1,0.020949130973875758,1,2,block_edge,z4c_Ayz,0.0029833212943125307
1,0.020949130973875758,1,2,block_edge,z4c_Azz,0.67112208282997954
1,0.020949130973875758,1,2,block_edge,z4c_Gamx,0.001744969830993977
1,0.020949130973875758,1,2,block_edge,z4c_Gamy,0.0022433605187446321
1,0.020949130973875758,1,2,block_edge,z4c_Gamz,0.60002896227407587
1,0.020949130973875758,1,2,block_edge,z4c_Theta,3.9999194603648172
1,0.020949130973875758,1,2,block_edge,z4c_alpha,2.1374556267481167e-05
1,0.020949130973875758,1,2,block_edge,z4c_betax,0
1,0.020949130973875758,1,2,block_edge,z4c_betay,0
1,0.020949130973875758,1,2,block_edge,z4c_betaz,0
1,0.020949130973875758,1,2,block_edge,z4c_Bx,0
1,0.020949130973875758,1,2,block_edge,z4c_By,0
1,0.020949130973875758,1,2,block_edge,z4c_Bz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_chi,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_gxx,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_gxy,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_gxz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_gyy,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_gyz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_gzz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Khat,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Axx,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Axy,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Axz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Ayy,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Ayz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Azz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Gamx,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Gamy,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Gamz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Theta,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_alpha,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_betax,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_betay,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_betaz,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Bx,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_By,0
1,0.020949130973875758,1,2,coarse_fine_adjacent_block,z4c_Bz,0
1,0.020949130973875758,2,2,clean_interior,z4c_chi,0.0042551031018753377
1,0.020949130973875758,2,2,clean_interior,z4c_gxx,0.00070206754920098342
1,0.020949130973875758,2,2,clean_interior,z4c_gxy,0.035041876129931586
1,0.020949130973875758,2,2,clean_interior,z4c_gxz,0.073648870935034139
1,0.020949130973875758,2,2,clean_interior,z4c_gyy,0.0036787819052826651
1,0.020949130973875758,2,2,clean_interior,z4c_gyz,0.03033848929412853
1,0.020949130973875758,2,2,clean_interior,z4c_gzz,0.0030167217997608608
1,0.020949130973875758,2,2,clean_interior,z4c_Khat,0.072164347869471498
1,0.020949130973875758,2,2,clean_interior,z4c_Axx,0.21609902616715701
1,0.020949130973875758,2,2,clean_interior,z4c_Axy,0.19148023511910203
1,0.020949130973875758,2,2,clean_interior,z4c_Axz,0.098660303329388244
1,0.020949130973875758,2,2,clean_interior,z4c_Ayy,0.24207721114670228
1,0.020949130973875758,2,2,clean_interior,z4c_Ayz,0.05585313210547372
1,0.020949130973875758,2,2,clean_interior,z4c_Azz,0.08042685545857764
1,0.020949130973875758,2,2,clean_interior,z4c_Gamx,0.54928793369197004
1,0.020949130973875758,2,2,clean_interior,z4c_Gamy,0.070945641803756856
1,0.020949130973875758,2,2,clean_interior,z4c_Gamz,0.050932786575318363
1,0.020949130973875758,2,2,clean_interior,z4c_Theta,2.8255084501395915
1,0.020949130973875758,2,2,clean_interior,z4c_alpha,0.0062568874021200725
1,0.020949130973875758,2,2,clean_interior,z4c_betax,0
1,0.020949130973875758,2,2,clean_interior,z4c_betay,0
1,0.020949130973875758,2,2,clean_interior,z4c_betaz,0
1,0.020949130973875758,2,2,clean_interior,z4c_Bx,0
1,0.020949130973875758,2,2,clean_interior,z4c_By,0
1,0.020949130973875758,2,2,clean_interior,z4c_Bz,0
1,0.020949130973875758,2,2,block_edge,z4c_chi,0.064505577847482259
1,0.020949130973875758,2,2,block_edge,z4c_gxx,0.010315015232073713
1,0.020949130973875758,2,2,block_edge,z4c_gxy,2.3963595806121947
1,0.020949130973875758,2,2,block_edge,z4c_gxz,0.32894456551377727
1,0.020949130973875758,2,2,block_edge,z4c_gyy,0.031535984471570196
1,0.020949130973875758,2,2,block_edge,z4c_gyz,0.40208522448286754
1,0.020949130973875758,2,2,block_edge,z4c_gzz,0.027941866137885078
1,0.020949130973875758,2,2,block_edge,z4c_Khat,0.59691399552091629
1,0.020949130973875758,2,2,block_edge,z4c_Axx,0.86723909461420379
1,0.020949130973875758,2,2,block_edge,z4c_Axy,1.8426034551335686
1,0.020949130973875758,2,2,block_edge,z4c_Axz,0.63416891678987475
1,0.020949130973875758,2,2,block_edge,z4c_Ayy,1.0299972362840499
1,0.020949130973875758,2,2,block_edge,z4c_Ayz,1.4854610304599247
1,0.020949130973875758,2,2,block_edge,z4c_Azz,0.24406778526668307
1,0.020949130973875758,2,2,block_edge,z4c_Gamx,3.8313422380042597
1,0.020949130973875758,2,2,block_edge,z4c_Gamy,1.5361052401889086
1,0.020949130973875758,2,2,block_edge,z4c_Gamz,0.31585150793833366
1,0.020949130973875758,2,2,block_edge,z4c_Theta,2.9866610726426832
1,0.020949130973875758,2,2,block_edge,z4c_alpha,0.22483055172731242
1,0.020949130973875758,2,2,block_edge,z4c_betax,0
1,0.020949130973875758,2,2,block_edge,z4c_betay,0
1,0.020949130973875758,2,2,block_edge,z4c_betaz,0
1,0.020949130973875758,2,2,block_edge,z4c_Bx,0
1,0.020949130973875758,2,2,block_edge,z4c_By,0
1,0.020949130973875758,2,2,block_edge,z4c_Bz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_chi,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_gxx,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_gxy,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_gxz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_gyy,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_gyz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_gzz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Khat,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Axx,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Axy,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Axz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Ayy,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Ayz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Azz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Gamx,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Gamy,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Gamz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Theta,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_alpha,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_betax,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_betay,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_betaz,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Bx,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_By,0
1,0.020949130973875758,2,2,coarse_fine_adjacent_block,z4c_Bz,0
1,0.020949130973875758,3,2,clean_interior,z4c_chi,6.7796076109179412e-06
1,0.020949130973875758,3,2,clean_interior,z4c_gxx,8.7669215196780515e-07
1,0.020949130973875758,3,2,clean_interior,z4c_gxy,0.00032681716257179519
1,0.020949130973875758,3,2,clean_interior,z4c_gxz,0.00042816828698022386
1,0.020949130973875758,3,2,clean_interior,z4c_gyy,1.3518478095237135e-06
1,0.020949130973875758,3,2,clean_interior,z4c_gyz,0.00079559792877907957
1,0.020949130973875758,3,2,clean_interior,z4c_gzz,7.3507638767495192e-07
1,0.020949130973875758,3,2,clean_interior,z4c_Khat,2.7156715643189941
1,0.020949130973875758,3,2,clean_interior,z4c_Axx,0.14127952182994619
1,0.020949130973875758,3,2,clean_interior,z4c_Axy,0.21714343624572002
1,0.020949130973875758,3,2,clean_interior,z4c_Axz,0.00080071708801578319
1,0.020949130973875758,3,2,clean_interior,z4c_Ayy,0.18334118973390257
1,0.020949130973875758,3,2,clean_interior,z4c_Ayz,0.00093404817633812242
1,0.020949130973875758,3,2,clean_interior,z4c_Azz,0.16065882202972448
1,0.020949130973875758,3,2,clean_interior,z4c_Gamx,0.00044465506246106374
1,0.020949130973875758,3,2,clean_interior,z4c_Gamy,0.00079157797322334394
1,0.020949130973875758,3,2,clean_interior,z4c_Gamz,0.17093529785639539
1,0.020949130973875758,3,2,clean_interior,z4c_Theta,3.9916143597704146
1,0.020949130973875758,3,2,clean_interior,z4c_alpha,4.7561528807366345e-06
1,0.020949130973875758,3,2,clean_interior,z4c_betax,0
1,0.020949130973875758,3,2,clean_interior,z4c_betay,0
1,0.020949130973875758,3,2,clean_interior,z4c_betaz,0
1,0.020949130973875758,3,2,clean_interior,z4c_Bx,0
1,0.020949130973875758,3,2,clean_interior,z4c_By,0
1,0.020949130973875758,3,2,clean_interior,z4c_Bz,0
1,0.020949130973875758,3,2,block_edge,z4c_chi,8.68572788985229e-05
1,0.020949130973875758,3,2,block_edge,z4c_gxx,2.5461814445397149e-06
1,0.020949130973875758,3,2,block_edge,z4c_gxy,0.0012210804741095141
1,0.020949130973875758,3,2,block_edge,z4c_gxz,0.0024402595774474412
1,0.020949130973875758,3,2,block_edge,z4c_gyy,3.4039795542117736e-06
1,0.020949130973875758,3,2,block_edge,z4c_gyz,0.0042404511785223984
1,0.020949130973875758,3,2,block_edge,z4c_gzz,1.9674058629131734e-06
1,0.020949130973875758,3,2,block_edge,z4c_Khat,2.7301368219460307
1,0.020949130973875758,3,2,block_edge,z4c_Axx,0.34239084053876412
1,0.020949130973875758,3,2,block_edge,z4c_Axy,0.43920767399901711
1,0.020949130973875758,3,2,block_edge,z4c_Axz,0.0033371944354405828
1,0.020949130973875758,3,2,block_edge,z4c_Ayy,1.4066298699295769
1,0.020949130973875758,3,2,block_edge,z4c_Ayz,0.0049847062682154396
1,0.020949130973875758,3,2,block_edge,z4c_Azz,1.0244754730266719
1,0.020949130973875758,3,2,block_edge,z4c_Gamx,0.0018705688269717393
1,0.020949130973875758,3,2,block_edge,z4c_Gamy,0.0037588000512794439
1,0.020949130973875758,3,2,block_edge,z4c_Gamz,0.38976044833827739
1,0.020949130973875758,3,2,block_edge,z4c_Theta,3.9956663747935042
1,0.020949130973875758,3,2,block_edge,z4c_alpha,4.660280093237456e-05
1,0.020949130973875758,3,2,block_edge,z4c_betax,0
1,0.020949130973875758,3,2,block_edge,z4c_betay,0
1,0.020949130973875758,3,2,block_edge,z4c_betaz,0
1,0.020949130973875758,3,2,block_edge,z4c_Bx,0
1,0.020949130973875758,3,2,block_edge,z4c_By,0
1,0.020949130973875758,3,2,block_edge,z4c_Bz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_chi,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_gxx,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_gxy,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_gxz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_gyy,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_gyz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_gzz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Khat,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Axx,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Axy,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Axz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Ayy,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Ayz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Azz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Gamx,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Gamy,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Gamz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Theta,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_alpha,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_betax,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_betay,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_betaz,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Bx,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_By,0
1,0.020949130973875758,3,2,coarse_fine_adjacent_block,z4c_Bz,0
1,0.020949130973875758,4,2,clean_interior,z4c_chi,0.0042551031018754435
1,0.020949130973875758,4,2,clean_interior,z4c_gxx,0.00070206754920104186
1,0.020949130973875758,4,2,clean_interior,z4c_gxy,0.03504187612993153
1,0.020949130973875758,4,2,clean_interior,z4c_gxz,0.073648870935034097
1,0.020949130973875758,4,2,clean_interior,z4c_gyy,0.0036787819052826651
1,0.020949130973875758,4,2,clean_interior,z4c_gyz,0.030338489294128589
1,0.020949130973875758,4,2,clean_interior,z4c_gzz,0.0030167217997607828
1,0.020949130973875758,4,2,clean_interior,z4c_Khat,0.072164347869474163
1,0.020949130973875758,4,2,clean_interior,z4c_Axx,0.21609902616715679
1,0.020949130973875758,4,2,clean_interior,z4c_Axy,0.19148023511909754
1,0.020949130973875758,4,2,clean_interior,z4c_Axz,0.098660303329388202
1,0.020949130973875758,4,2,clean_interior,z4c_Ayy,0.24207721114670069
1,0.020949130973875758,4,2,clean_interior,z4c_Ayz,0.055853132105473928
1,0.020949130973875758,4,2,clean_interior,z4c_Azz,0.080426855458578764
1,0.020949130973875758,4,2,clean_interior,z4c_Gamx,0.54928793369196982
1,0.020949130973875758,4,2,clean_interior,z4c_Gamy,0.07094564180375236
1,0.020949130973875758,4,2,clean_interior,z4c_Gamz,0.050932786575318391
1,0.020949130973875758,4,2,clean_interior,z4c_Theta,2.825508450140457
1,0.020949130973875758,4,2,clean_interior,z4c_alpha,0.0062568874021200552
1,0.020949130973875758,4,2,clean_interior,z4c_betax,0
1,0.020949130973875758,4,2,clean_interior,z4c_betay,0
1,0.020949130973875758,4,2,clean_interior,z4c_betaz,0
1,0.020949130973875758,4,2,clean_interior,z4c_Bx,0
1,0.020949130973875758,4,2,clean_interior,z4c_By,0
1,0.020949130973875758,4,2,clean_interior,z4c_Bz,0
1,0.020949130973875758,4,2,block_edge,z4c_chi,0.064505577847482259
1,0.020949130973875758,4,2,block_edge,z4c_gxx,0.010315015232073715
1,0.020949130973875758,4,2,block_edge,z4c_gxy,2.3963595806121947
1,0.020949130973875758,4,2,block_edge,z4c_gxz,0.32894456551377727
1,0.020949130973875758,4,2,block_edge,z4c_gyy,0.03153598447157014
1,0.020949130973875758,4,2,block_edge,z4c_gyz,0.40208522448286754
1,0.020949130973875758,4,2,block_edge,z4c_gzz,0.027941866137885064
1,0.020949130973875758,4,2,block_edge,z4c_Khat,0.59691399552091551
1,0.020949130973875758,4,2,block_edge,z4c_Axx,0.86723909461420357
1,0.020949130973875758,4,2,block_edge,z4c_Axy,1.8426034551335686
1,0.020949130973875758,4,2,block_edge,z4c_Axz,0.63416891678987486
1,0.020949130973875758,4,2,block_edge,z4c_Ayy,1.0299972362840522
1,0.020949130973875758,4,2,block_edge,z4c_Ayz,1.4854610304599243
1,0.020949130973875758,4,2,block_edge,z4c_Azz,0.24406778526668485
1,0.020949130973875758,4,2,block_edge,z4c_Gamx,3.8313422380042592
1,0.020949130973875758,4,2,block_edge,z4c_Gamy,1.5361052401889086
1,0.020949130973875758,4,2,block_edge,z4c_Gamz,0.31585150793833361
1,0.020949130973875758,4,2,block_edge,z4c_Theta,2.9866610726481069
1,0.020949130973875758,4,2,block_edge,z4c_alpha,0.22483055172731245
1,0.020949130973875758,4,2,block_edge,z4c_betax,0
1,0.020949130973875758,4,2,block_edge,z4c_betay,0
1,0.020949130973875758,4,2,block_edge,z4c_betaz,0
1,0.020949130973875758,4,2,block_edge,z4c_Bx,0
1,0.020949130973875758,4,2,block_edge,z4c_By,0
1,0.020949130973875758,4,2,block_edge,z4c_Bz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_chi,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_gxx,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_gxy,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_gxz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_gyy,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_gyz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_gzz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Khat,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Axx,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Axy,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Axz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Ayy,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Ayz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Azz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Gamx,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Gamy,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Gamz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Theta,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_alpha,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_betax,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_betay,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_betaz,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_Bx,0
1,0.020949130973875758,4,2,coarse_fine_adjacent_block,z4c_By,0
