resolution,time,axisTau,region,field,norm2,proper_volume,weighted,magnitude,weighted_rho,weighted_z,magnitude_rho,magnitude_z
n128,1.753894382244796,1.080198340521055,shell_12_16,Z,1.9215271783294446e-15,17082.71253003026,3.430383236895721e-17,1.9916779416976524e-09,12.25,-0.25,12.25,0.0
n128,1.753894382244796,1.080198340521055,shell_gt_16,C,1.6528842333220916e-08,14255700.676119842,3.895508409573464e-10,4.776791185551101e-07,128.0,-2.0,128.0,0.0
n128,1.753894382244796,1.080198340521055,shell_gt_16,H,1.6070021282798888e-08,14255700.676119842,3.848515679451673e-10,4.7479193199251313e-07,128.0,-2.0,128.0,0.0
n128,1.753894382244796,1.080198340521055,shell_gt_16,M,5.783932825313009e-11,14255700.676119842,7.091326833877087e-13,2.036956866113113e-08,128.0,-2.0,128.0,0.0
n128,1.753894382244796,1.080198340521055,shell_gt_16,Z,5.994338515793147e-11,14255700.676119842,6.654831295090925e-13,1.9729062624748438e-08,128.0,-2.0,128.0,0.0
n128,2.0083801285132,1.2369450516353684,R4,C,0.0002788738424892275,1083.1974583820192,7.808332926270481e-06,0.002146357349201173,3.625,-0.125,3.625,-0.125
n128,2.0083801285132,1.2369450516353684,R4,H,2.9299245989213806e-05,1083.1974583820192,1.0688798847800533e-06,0.0007941221701912582,3.625,-0.125,3.625,-0.125
n128,2.0083801285132,1.2369450516353684,R4,M,4.2362711972201896e-05,1083.1974583820192,2.5061156447968526e-06,0.0013167563496763778,3.875,-0.25,3.875,0.0
n128,2.0083801285132,1.2369450516353684,R4,Z,4.61443024495812e-05,1083.1974583820192,1.245823801166388e-06,0.0009007543214544168,3.625,-0.125,3.625,0.0
n128,2.0083801285132,1.2369450516353684,R8,C,0.022546844056632584,6880.0781117074785,0.00030087639524385587,0.01120150890483518,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,R8,H,0.005653299113585066,6880.0781117074785,0.00015994904441894378,0.0077254390344023705,5.25,-0.125,5.25,-0.125
n128,2.0083801285132,1.2369450516353684,R8,M,0.003086530429991589,6880.0781117074785,8.10696145180155e-05,0.006328368916269995,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,R8,Z,0.0032424610913445134,6880.0781117074785,2.96231238918525e-05,0.003374806961284487,5.0,-0.25,5.0,-0.25
n128,2.0083801285132,1.2369450516353684,R12,C,0.023082620939257215,17513.3353484389,0.00030087639524385587,0.01120150890483518,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,R12,H,0.005724062202242446,17513.3353484389,0.00015994904441894378,0.0077254390344023705,5.25,-0.125,5.25,-0.125
n128,2.0083801285132,1.2369450516353684,R12,M,0.003122616365230217,17513.3353484389,8.10696145180155e-05,0.006328368916269995,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,R12,Z,0.0033456333557930996,17513.3353484389,2.96231238918525e-05,0.003374806961284487,5.0,-0.25,5.0,-0.25
n128,2.0083801285132,1.2369450516353684,R14,C,0.02308262093930163,25199.57174950081,0.00030087639524385587,0.01120150890483518,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,R14,H,0.005724062202245392,25199.57174950081,0.00015994904441894378,0.0077254390344023705,5.25,-0.125,5.25,-0.125
n128,2.0083801285132,1.2369450516353684,R14,M,0.0031226163652418857,25199.57174950081,8.10696145180155e-05,0.006328368916269995,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,R14,Z,0.003345633355796877,25199.57174950081,2.96231238918525e-05,0.003374806961284487,5.0,-0.25,5.0,-0.25
n128,2.0083801285132,1.2369450516353684,full,C,0.023082637986105277,14290298.048963375,0.00030087639524385587,0.01120150890483518,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,full,H,0.005724078627790964,14290298.048963375,0.00015994904441894378,0.0077254390344023705,5.25,-0.125,5.25,-0.125
n128,2.0083801285132,1.2369450516353684,full,M,0.00312261642312214,14290298.048963375,8.10696145180155e-05,0.006328368916269995,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,full,Z,0.003345633445104702,14290298.048963375,2.96231238918525e-05,0.003374806961284487,5.0,-0.25,5.0,-0.25
n128,2.0083801285132,1.2369450516353684,shell_0_4,C,0.0002788738424892275,1083.1974583820192,7.808332926270481e-06,0.002146357349201173,3.625,-0.125,3.625,-0.125
n128,2.0083801285132,1.2369450516353684,shell_0_4,H,2.9299245989213806e-05,1083.1974583820192,1.0688798847800533e-06,0.0007941221701912582,3.625,-0.125,3.625,-0.125
n128,2.0083801285132,1.2369450516353684,shell_0_4,M,4.2362711972201896e-05,1083.1974583820192,2.5061156447968526e-06,0.0013167563496763778,3.875,-0.25,3.875,0.0
n128,2.0083801285132,1.2369450516353684,shell_0_4,Z,4.61443024495812e-05,1083.1974583820192,1.245823801166388e-06,0.0009007543214544168,3.625,-0.125,3.625,0.0
n128,2.0083801285132,1.2369450516353684,shell_4_8,C,0.022267970214143354,5796.880653325458,0.00030087639524385587,0.01120150890483518,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,shell_4_8,H,0.005623999867595853,5796.880653325458,0.00015994904441894378,0.0077254390344023705,5.25,-0.125,5.25,-0.125
n128,2.0083801285132,1.2369450516353684,shell_4_8,M,0.003044167718019387,5796.880653325458,8.10696145180155e-05,0.006328368916269995,5.0,-0.25,4.875,0.0
n128,2.0083801285132,1.2369450516353684,shell_4_8,Z,0.003196316788894932,5796.880653325458,2.96231238918525e-05,0.003374806961284487,5.0,-0.25,5.0,-0.25
n128,2.0083801285132,1.2369450516353684,shell_8_12,C,0.000535776882624628,10633.257236731419,8.277862274051118e-05,0.004461285801919751,8.0,-0.25,8.0,-0.25
n128,2.0083801285132,1.2369450516353684,shell_8_12,H,7.076308865737974e-05,10633.257236731419,7.944682669754353e-06,0.001981797395274043,8.0,-0.25,8.0,-0.125
n128,2.0083801285132,1.2369450516353684,shell_8_12,M,3.6085935238628706e-05,10633.257236731419,2.5764907765961378e-06,0.0010075832617149909,8.0,-0.75,8.0,-0.75
n128,2.0083801285132,1.2369450516353684,shell_8_12,Z,0.00010317226444858642,10633.257236731419,1.8182693371915564e-05,0.0020908845594040546,8.0,-0.25,8.0,-0.25
n128,2.0083801285132,1.2369450516353684,shell_12_16,C,1.288761759062194e-13,17083.03797573443,6.076977342561448e-15,2.5437219211956818e-08,15.75,-0.5,15.75,0.0
n128,2.0083801285132,1.2369450516353684,shell_12_16,H,7.338882698950339e-14,17083.03797573443,5.765183622473203e-15,2.4791779296151617e-08,15.75,-0.5,15.75,0.0
n128,2.0083801285132,1.2369450516353684,shell_12_16,M,1.5940110939597796e-14,17083.03797573443,3.66882513816871e-16,8.995991537275126e-09,12.0,1.0,12.0,1.0
n128,2.0083801285132,1.2369450516353684,shell_12_16,Z,4.0881234013822784e-15,17083.03797573443,1.3974906921309404e-16,4.043258304149941e-09,12.25,-0.25,12.25,0.0
n128,2.0083801285132,1.2369450516353684,shell_gt_16,C,1.704671918669547e-08,14255701.675639201,3.9938371979989043e-10,4.836683265944544e-07,128.0,-2.0,128.0,0.0
n128,2.0083801285132,1.2369450516353684,shell_gt_16,H,1.6425475130954095e-08,14255701.675639201,3.9304758694151413e-10,4.798201871381025e-07,128.0,-2.0,128.0,0.0
n128,2.0083801285132,1.2369450516353684,shell_gt_16,M,5.787598146173991e-11,14255701.675639201,6.574622061328252e-13,1.961226513182117e-08,128.0,-2.0,128.0,0.0
n128,2.0083801285132,1.2369450516353684,shell_gt_16,Z,8.93075146964867e-11,14255701.675639201,9.646430858205487e-13,2.375296735334951e-08,128.0,-2.0,128.0,0.0
n128,2.2501751471508733,1.3858836422867724,R4,C,0.00031080070107942007,1080.6583100574526,8.966431694736699e-06,0.004278013334001652,4.0,0.0,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,R4,H,5.314633027873502e-05,1080.6583100574526,5.63587768645188e-06,0.003391666105017066,4.0,0.0,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,R4,M,4.409908436473691e-05,1080.6583100574526,1.6335653840448747e-06,0.0013305625903852457,3.75,-0.25,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,R4,Z,4.801690855764735e-05,1080.6583100574526,1.2722827532358795e-06,0.0011150702110080523,3.5,-0.125,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,R8,C,0.022439443200631053,6878.485355222162,0.0002659484304764666,0.011449548691871536,4.875,-0.25,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,R8,H,0.00611562276354578,6878.485355222162,0.00014095318603788557,0.00824355985969305,4.5,-0.125,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,R8,M,0.003517097710190119,6878.485355222162,9.454553218378736e-05,0.006243404141085667,4.875,-0.25,4.875,0.0
n128,2.2501751471508733,1.3858836422867724,R8,Z,0.002926757076515987,6878.485355222162,1.9303912979602886e-05,0.0027741484301182845,4.875,-0.25,4.875,-0.25
n128,2.2501751471508733,1.3858836422867724,R12,C,0.023397830559940068,17506.900320783807,0.0002659484304764666,0.011449548691871536,4.875,-0.25,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,R12,H,0.006268106867341384,17506.900320783807,0.00014095318603788557,0.00824355985969305,4.5,-0.125,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,R12,M,0.0036641614476837442,17506.900320783807,9.454553218378736e-05,0.006243404141085667,4.875,-0.25,4.875,0.0
n128,2.2501751471508733,1.3858836422867724,R12,Z,0.003086224659988268,17506.900320783807,1.9303912979602886e-05,0.0027741484301182845,4.875,-0.25,4.875,-0.25
n128,2.2501751471508733,1.3858836422867724,R14,C,0.023397830560167344,25193.336861934426,0.0002659484304764666,0.011449548691871536,4.875,-0.25,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,R14,H,0.006268106867354882,25193.336861934426,0.00014095318603788557,0.00824355985969305,4.5,-0.125,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,R14,M,0.003664161447719259,25193.336861934426,9.454553218378736e-05,0.006243404141085667,4.875,-0.25,4.875,0.0
n128,2.2501751471508733,1.3858836422867724,R14,Z,0.0030862246599996416,25193.336861934426,1.9303912979602886e-05,0.0027741484301182845,4.875,-0.25,4.875,-0.25
n128,2.2501751471508733,1.3858836422867724,full,C,0.02339784812438574,14290293.055908695,0.0002659484304764666,0.011449548691871536,4.875,-0.25,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,full,H,0.006268123627902887,14290293.055908695,0.00014095318603788557,0.00824355985969305,4.5,-0.125,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,full,M,0.0036641615049667516,14290293.055908695,9.454553218378736e-05,0.006243404141085667,4.875,-0.25,4.875,0.0
n128,2.2501751471508733,1.3858836422867724,full,Z,0.003086224783935562,14290293.055908695,1.9303912979602886e-05,0.0027741484301182845,4.875,-0.25,4.875,-0.25
n128,2.2501751471508733,1.3858836422867724,shell_0_4,C,0.00031080070107942007,1080.6583100574526,8.966431694736699e-06,0.004278013334001652,4.0,0.0,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_0_4,H,5.314633027873502e-05,1080.6583100574526,5.63587768645188e-06,0.003391666105017066,4.0,0.0,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_0_4,M,4.409908436473691e-05,1080.6583100574526,1.6335653840448747e-06,0.0013305625903852457,3.75,-0.25,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_0_4,Z,4.801690855764735e-05,1080.6583100574526,1.2722827532358795e-06,0.0011150702110080523,3.5,-0.125,4.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_4_8,C,0.022128642499551637,5797.82704516471,0.0002659484304764666,0.011449548691871536,4.875,-0.25,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,shell_4_8,H,0.006062476433267045,5797.82704516471,0.00014095318603788557,0.00824355985969305,4.5,-0.125,4.75,0.0
n128,2.2501751471508733,1.3858836422867724,shell_4_8,M,0.0034729986258253817,5797.82704516471,9.454553218378736e-05,0.006243404141085667,4.875,-0.25,4.875,0.0
n128,2.2501751471508733,1.3858836422867724,shell_4_8,Z,0.00287874016795834,5797.82704516471,1.9303912979602886e-05,0.0027741484301182845,4.875,-0.25,4.875,-0.25
n128,2.2501751471508733,1.3858836422867724,shell_8_12,C,0.0009583873593090161,10628.414965561642,5.398454863440637e-05,0.003598366366841128,8.0,-0.25,8.0,-0.25
n128,2.2501751471508733,1.3858836422867724,shell_8_12,H,0.00015248410379560483,10628.414965561642,1.331128528317092e-05,0.0017942114500328898,8.0,-0.75,8.0,-0.75
n128,2.2501751471508733,1.3858836422867724,shell_8_12,M,0.00014706373749362624,10628.414965561642,1.564340511507106e-05,0.0021615309769191394,8.0,-0.5,8.0,-0.625
n128,2.2501751471508733,1.3858836422867724,shell_8_12,Z,0.0001594675834722811,10628.414965561642,1.1112174684878175e-05,0.0016325638345409952,8.0,-0.25,8.0,-0.25
n128,2.2501751471508733,1.3858836422867724,shell_12_16,C,3.082328020050363e-13,17083.39235823657,1.0829032110271045e-14,4.8803956340577466e-08,12.0,-0.25,12.0,-0.25
n128,2.2501751471508733,1.3858836422867724,shell_12_16,H,7.765190717117172e-14,17083.39235823657,3.2988543513558625e-15,1.8648114163966056e-08,15.75,-0.5,15.75,0.0
n128,2.2501751471508733,1.3858836422867724,shell_12_16,M,4.1692863795438584e-14,17083.39235823657,1.1444825148582397e-15,1.5888440853626236e-08,12.0,-1.0,12.0,-1.0
n128,2.2501751471508733,1.3858836422867724,shell_12_16,Z,1.1768868383680514e-14,17083.39235823657,5.789585641092569e-16,8.213547504004733e-09,12.25,0.25,12.25,0.0
n128,2.2501751471508733,1.3858836422867724,shell_gt_16,C,1.7564137460067138e-08,14255702.763229672,4.086416022597761e-10,4.892401234391773e-07,128.0,-2.0,128.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_gt_16,H,1.6760483848830842e-08,14255702.763229672,4.005284057168928e-10,4.843640795115789e-07,128.0,-2.0,128.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_gt_16,M,5.724131465134077e-11,14255702.763229672,6.025631819586005e-13,1.8774498728624474e-08,128.0,-2.0,128.0,0.0
n128,2.2501751471508733,1.3858836422867724,shell_gt_16,Z,1.2393552435639088e-10,14255702.763229672,1.3005785866668848e-12,2.758034919794669e-08,128.0,2.0,128.0,0.0
n128,2.5049536625392697,1.5428315288865486,R4,C,0.0004400887102862792,1078.5179243060418,2.0727812410790008e-05,0.00652659196183303,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,R4,H,0.00011223022990766176,1078.5179243060418,1.1457310341654345e-05,0.00485233822837472,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,R4,M,5.349946851636553e-05,1078.5179243060418,3.013151708664072e-06,0.002488400191980416,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,R4,Z,6.286459636109713e-05,1078.5179243060418,1.4510009506533885e-06,0.0017268061051522268,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,R8,C,0.02297380947720632,6874.5383068550045,0.00030031176713284406,0.011118276626492887,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R8,H,0.006826001737384896,6874.5383068550045,0.00016017592571691591,0.008119885809719563,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R8,M,0.003914192992147903,6874.5383068550045,9.514130337879267e-05,0.0062580041789420575,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R8,Z,0.002724911038312374,6874.5383068550045,1.3043387894056028e-05,0.002442628118855743,4.75,-0.25,6.0,0.0
n128,2.5049536625392697,1.5428315288865486,R12,C,0.02504474902274958,17498.0867060561,0.00030031176713284406,0.011118276626492887,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R12,H,0.007320084396130621,17498.0867060561,0.00016017592571691591,0.008119885809719563,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R12,M,0.0042311750309069526,17498.0867060561,9.514130337879267e-05,0.0062580041789420575,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R12,Z,0.0030120395713057347,17498.0867060561,1.3043387894056028e-05,0.002442628118855743,4.75,-0.25,6.0,0.0
n128,2.5049536625392697,1.5428315288865486,R14,C,0.025044749024023406,25184.762052686445,0.00030031176713284406,0.011118276626492887,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R14,H,0.007320084396188095,25184.762052686445,0.00016017592571691591,0.008119885809719563,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R14,M,0.0042311750309773485,25184.762052686445,9.514130337879267e-05,0.0062580041789420575,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,R14,Z,0.003012039571354979,25184.762052686445,1.3043387894056028e-05,0.002442628118855743,4.75,-0.25,6.0,0.0
n128,2.5049536625392697,1.5428315288865486,full,C,0.0250447671477945,14290285.954387587,0.00030031176713284406,0.011118276626492887,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,full,H,0.007320101491408809,14290285.954387587,0.00016017592571691591,0.008119885809719563,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,full,M,0.004231175087703473,14290285.954387587,9.514130337879267e-05,0.0062580041789420575,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,full,Z,0.003012039739608835,14290285.954387587,1.3043387894056028e-05,0.002442628118855743,4.75,-0.25,6.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_0_4,C,0.0004400887102862792,1078.5179243060418,2.0727812410790008e-05,0.00652659196183303,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_0_4,H,0.00011223022990766176,1078.5179243060418,1.1457310341654345e-05,0.00485233822837472,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_0_4,M,5.349946851636553e-05,1078.5179243060418,3.013151708664072e-06,0.002488400191980416,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_0_4,Z,6.286459636109713e-05,1078.5179243060418,1.4510009506533885e-06,0.0017268061051522268,4.0,0.0,4.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_4_8,C,0.022533720766920045,5796.0203825489625,0.00030031176713284406,0.011118276626492887,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,shell_4_8,H,0.006713771507477235,5796.0203825489625,0.00016017592571691591,0.008119885809719563,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,shell_4_8,M,0.0038606935236315362,5796.0203825489625,9.514130337879267e-05,0.0062580041789420575,4.75,-0.125,4.75,-0.125
n128,2.5049536625392697,1.5428315288865486,shell_4_8,Z,0.0026620464419512767,5796.0203825489625,1.3043387894056028e-05,0.002442628118855743,4.75,-0.25,6.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_8_12,C,0.0020709395455432602,10623.548399201096,8.011730950140497e-05,0.00442445829167075,8.0,-1.25,8.0,-1.25
n128,2.5049536625392697,1.5428315288865486,shell_8_12,H,0.0004940826587457237,10623.548399201096,5.302405968287899e-05,0.0036165881901979446,8.0,-1.5,8.0,-1.5
n128,2.5049536625392697,1.5428315288865486,shell_8_12,M,0.00031698203875905195,10623.548399201096,3.137354672107904e-05,0.0033055373977819522,8.0,-1.25,8.0,-1.25
n128,2.5049536625392697,1.5428315288865486,shell_8_12,Z,0.0002871285329933605,10623.548399201096,1.2995901025609418e-05,0.0016842242811757994,8.25,-0.25,8.0,-1.0
n128,2.5049536625392697,1.5428315288865486,shell_12_16,C,1.3527869803162773e-12,17083.814857662426,6.824643505341322e-14,1.2251505548861386e-07,12.0,-0.25,12.0,-0.25
n128,2.5049536625392697,1.5428315288865486,shell_12_16,H,1.153330710662305e-13,17083.814857662426,3.3373141990101013e-15,2.4428512546137426e-08,15.75,-0.5,12.0,-0.25
n128,2.5049536625392697,1.5428315288865486,shell_12_16,M,7.699201081009261e-14,17083.814857662426,1.9759132033157094e-15,1.8583517203357954e-08,12.25,-1.0,12.0,-1.25
n128,2.5049536625392697,1.5428315288865486,shell_12_16,Z,4.980768450060977e-14,17083.814857662426,1.948345400757043e-15,2.0700577011441293e-08,12.0,-0.25,12.0,-0.25
n128,2.5049536625392697,1.5428315288865486,shell_gt_16,C,1.8123692125220916e-08,14255704.05282387,4.1815680661838064e-10,4.949012364870633e-07,128.0,-2.0,128.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_gt_16,H,1.7095162855561746e-08,14255704.05282387,4.0795529273950945e-10,4.888334501629288e-07,128.0,-2.0,128.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_gt_16,M,5.6719531582668434e-11,14255704.05282387,5.492314755860032e-13,1.7923331762113438e-08,128.0,-2.0,128.0,0.0
n128,2.5049536625392697,1.5428315288865486,shell_gt_16,Z,1.6825329245547723e-10,14255704.05282387,1.7073988744026836e-12,3.160065076410774e-08,128.0,-2.0,128.0,0.0
n128,2.757584100542263,1.6984713541272245,R4,C,0.0007744024991013805,1076.670292677665,6.55686724630997e-05,0.005945243933233099,3.875,-0.125,3.875,-0.125
n128,2.757584100542263,1.6984713541272245,R4,H,0.00025089050295652797,1076.670292677665,3.64298492634343e-05,0.004431494046002626,3.875,-0.125,3.875,-0.125
n128,2.757584100542263,1.6984713541272245,R4,M,9.759569907545965e-05,1076.670292677665,9.816894082866703e-06,0.0023004274206329294,3.875,-0.125,3.875,-0.125
n128,2.757584100542263,1.6984713541272245,R4,Z,9.75399017932808e-05,1076.670292677665,4.46811209402223e-06,0.0020257193008263027,3.875,-0.125,4.0,0.0
n128,2.757584100542263,1.6984713541272245,R8,C,0.023914162999603476,6868.13005797086,0.0003017796586142391,0.011376004808834394,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,R8,H,0.007440549141730476,6868.13005797086,0.00016884451150148133,0.008644339628517628,4.625,-0.125,4.625,0.0
n128,2.757584100542263,1.6984713541272245,R8,M,0.004220214427965973,6868.13005797086,8.912689474851788e-05,0.0061822871551637645,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,R8,Z,0.002672087149958439,6868.13005797086,1.544742382979455e-05,0.0025054805788114376,6.125,-0.125,6.125,-0.125
n128,2.757584100542263,1.6984713541272245,R12,C,0.026351986662448642,17487.491621467772,0.0003017796586142391,0.011376004808834394,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,R12,H,0.0081175506974616,17487.491621467772,0.00016884451150148133,0.008644339628517628,4.625,-0.125,4.625,0.0
n128,2.757584100542263,1.6984713541272245,R12,M,0.004833858803681231,17487.491621467772,8.912689474851788e-05,0.0061822871551637645,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,R12,Z,0.0029498469222264756,17487.491621467772,1.544742382979455e-05,0.0025054805788114376,6.125,-0.125,6.125,-0.125
n128,2.757584100542263,1.6984713541272245,R14,C,0.026351986668688147,25174.43324405614,0.0003017796586142391,0.011376004808834394,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,R14,H,0.008117550697647701,25174.43324405614,0.00016884451150148133,0.008644339628517628,4.625,-0.125,4.625,0.0
n128,2.757584100542263,1.6984713541272245,R14,M,0.0048338588037469465,25174.43324405614,8.912689474851788e-05,0.0061822871551637645,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,R14,Z,0.0029498469226717544,25174.43324405614,1.544742382979455e-05,0.0025054805788114376,6.125,-0.125,6.125,-0.125
n128,2.757584100542263,1.6984713541272245,full,C,0.026352005366463763,14290277.259212296,0.0003017796586142391,0.011376004808834394,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,full,H,0.008117568106217415,14290277.259212296,0.00016884451150148133,0.008644339628517628,4.625,-0.125,4.625,0.0
n128,2.757584100542263,1.6984713541272245,full,M,0.0048338588608141326,14290277.259212296,8.912689474851788e-05,0.0061822871551637645,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,full,Z,0.0029498471438603006,14290277.259212296,1.544742382979455e-05,0.0025054805788114376,6.125,-0.125,6.125,-0.125
n128,2.757584100542263,1.6984713541272245,shell_0_4,C,0.0007744024991013805,1076.670292677665,6.55686724630997e-05,0.005945243933233099,3.875,-0.125,3.875,-0.125
n128,2.757584100542263,1.6984713541272245,shell_0_4,H,0.00025089050295652797,1076.670292677665,3.64298492634343e-05,0.004431494046002626,3.875,-0.125,3.875,-0.125
n128,2.757584100542263,1.6984713541272245,shell_0_4,M,9.759569907545965e-05,1076.670292677665,9.816894082866703e-06,0.0023004274206329294,3.875,-0.125,3.875,-0.125
n128,2.757584100542263,1.6984713541272245,shell_0_4,Z,9.75399017932808e-05,1076.670292677665,4.46811209402223e-06,0.0020257193008263027,3.875,-0.125,4.0,0.0
n128,2.757584100542263,1.6984713541272245,shell_4_8,C,0.023139760500502097,5791.459765293195,0.0003017796586142391,0.011376004808834394,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,shell_4_8,H,0.0071896586387739485,5791.459765293195,0.00016884451150148133,0.008644339628517628,4.625,-0.125,4.625,0.0
n128,2.757584100542263,1.6984713541272245,shell_4_8,M,0.004122618728890514,5791.459765293195,8.912689474851788e-05,0.0061822871551637645,4.625,-0.125,4.625,-0.125
n128,2.757584100542263,1.6984713541272245,shell_4_8,Z,0.002574547248165158,5791.459765293195,1.544742382979455e-05,0.0025054805788114376,6.125,-0.125,6.125,-0.125
n128,2.757584100542263,1.6984713541272245,shell_8_12,C,0.002437823662845162,10619.361563496914,9.456280509772194e-05,0.004792015204433626,8.0,-1.25,8.0,-1.25
n128,2.757584100542263,1.6984713541272245,shell_8_12,H,0.0006770015557311199,10619.361563496914,5.485478696716041e-05,0.0037126641254872084,8.0,-2.0,8.0,-2.0
n128,2.757584100542263,1.6984713541272245,shell_8_12,M,0.0006136443757152573,10619.361563496914,5.528173366350856e-05,0.0043238657489837705,8.0,-1.25,8.0,-1.125
n128,2.757584100542263,1.6984713541272245,shell_8_12,Z,0.0002777597722680366,10619.361563496914,1.5342641960100712e-05,0.0014096458114421036,8.5,-0.25,8.5,0.0
n128,2.757584100542263,1.6984713541272245,shell_12_16,C,6.342207474983218e-12,17084.2855162467,3.4342737607841737e-13,2.748241284956749e-07,12.0,-0.25,12.0,-0.25
n128,2.757584100542263,1.6984713541272245,shell_12_16,H,2.6611490128416747e-13,17084.2855162467,9.929772421172965e-15,4.673121267728675e-08,12.0,-0.25,12.0,-0.25
n128,2.757584100542263,1.6984713541272245,shell_12_16,M,7.177250269737552e-14,17084.2855162467,1.6723276995946775e-15,1.3702299276071626e-08,12.25,-1.5,12.0,-2.0
n128,2.757584100542263,1.6984713541272245,shell_12_16,Z,4.4603639165195036e-13,17084.2855162467,3.0374814279337135e-14,8.173239386749218e-08,12.0,-0.25,12.0,-0.25
n128,2.757584100542263,1.6984713541272245,shell_gt_16,C,1.8697672918038463e-08,14255705.482074581,4.272596093761934e-10,5.002568076505961e-07,128.0,-2.0,128.0,0.0
n128,2.757584100542263,1.6984713541272245,shell_gt_16,H,1.740848970789424e-08,14255705.482074581,4.147746506174608e-10,4.929015631205402e-07,128.0,-2.0,128.0,0.0
n128,2.757584100542263,1.6984713541272245,shell_gt_16,M,5.706113054102534e-11,14255705.482074581,5.071884711538418e-13,1.7222761106175396e-08,128.0,-2.0,128.0,0.0
n128,2.757584100542263,1.6984713541272245,shell_gt_16,Z,2.2118778782584323e-10,14255705.482074581,2.1644359393345078e-12,3.5579386607624386e-08,128.0,-2.0,128.0,0.0
