# time cycle min_w max_w min_rho max_rho min_alpha max_alpha max_p max_L max_Cperp max_Z max_K max_Atilde max_beta max_Q max_B min_detg max_abs_detg_minus_1 min_minor1 min_minor2 min_eigenvalue pcgh_Cperp_max pcgh_Zx_max pcgh_Zy_max pcgh_Zz_max pcgh_H_max pcgh_alphaMx_max pcgh_alphaMy_max pcgh_alphaMz_max pcgh_red_w_max pcgh_red_Q_max pcgh_red_alpha_max pcgh_red_B_max pcgh_curl_p_max pcgh_curl_Q_max pcgh_curl_L_max pcgh_curl_B_max pcgh_detg_max pcgh_trA_max pcgh_trQ_max pcgh_projection_max pcgh_minor1_max pcgh_minor2_max pcgh_min_eigenvalue_max pcgh_physical_valid_max pcgh_p_norm_max pcgh_L_norm_max pcgh_rhs_primary_max pcgh_rhs_gradient_max dRw_restrict_max dRQ_restrict_max dRalpha_restrict_max dRB_restrict_max dRw_prolong_max dRQ_prolong_max dRalpha_prolong_max dRB_prolong_max dRw_algebraic_project_max dRQ_algebraic_project_max dRalpha_algebraic_project_max dRB_algebraic_project_max dRw_reduction_project_max dRQ_reduction_project_max dRalpha_reduction_project_max dRB_reduction_project_max
10.610932974952009 1100 0.064758231888701459 0.99536101078796968 0.55434258807929904 1.0498725853712998 0.035898245864622209 0.99536096613847602 1.2442634853919068 2.1131827958165501 0 0 0.49858113537816046 1.6365008131468979 0.21075234386972874 0.28683735346811084 1.3431954771223238 0.99999999999999933 8.8817841970012523e-16 0.93667590017605984 0.87736627415974999 0.93508376224700807 0 0 0 0 8.1585840758298609 0.72319220660153116 0.57040630742061016 0.572053345461352 0 6.3840081525813603e-06 0 0 0.00091479327437985869 0.012030813508307099 3.5078212824587305 0.0022391679927307199 8.8817841970012523e-16 6.6634446492680109e-16 0.00060368276917156945 0.010336972216890531 1.0031355144757372 1.0027887793191177 0.99999999847166132 1 1.2380960633366653 2.102158680807622 2.5907051177334495 3.6712809042609438 0 0 0 0 0.00097950933366801871 0.0016543923726480283 0.0011950698129742782 0.00060834253982181583 0 3.8406232213821859e-05 0 0 0.0015920285156743254 0.01778544573572869 0.011197426824821957 0.00034395756364891556
11.534283574111676 1200 0.063784708344039945 0.99536106976366434 0.57139723255524222 1.044375168996025 0.036446405827128062 0.99536100416206474 1.2524382129090004 2.0924082230951186 0 0 0.52595726322601111 1.6400494565685246 0.22259220274742983 0.30141122076188953 1.3437274486153286 0.99999999999999933 6.6613381477509392e-16 0.93314470452758491 0.87076724765029934 0.92958903532517767 0 0 0 0 8.2970021526251507 0.817413208461509 0.59339595102601572 0.59500441526286674 0 3.9358295311055481e-06 0 0 0.00061294241070958115 0.0069869434140702432 3.3423473617109445 0.001798071082563007 6.6613381477509392e-16 6.5946507705705297e-16 0.0010092350690611277 0.010447687642505444 1.0036901851479827 1.0033071738191321 0.99999999769358583 1 1.2431728978131997 2.0771131757430226 2.7589907360637422 4.1243201872689346 0 0 0 0 0.0010062484951728183 0.0015410069893849218 0.0013334869942831235 0.00065611696992734503 0 4.8616660896830342e-05 0 0 0.0015556203000135446 0.0174147728347488 0.0098928705670370421 0.00035134865276152444
12.449197448664986 1300 0.072408197589048665 0.99536112592872694 0.55728396300753258 1.0398627165278329 0.041686973218719794 0.99536103370473117 1.2337696239320739 2.0458925700206896 0 0 0.52642643332518657 1.5494113705347361 0.23027069064364175 0.31177864401070149 1.2977936493849469 0.99999999999999933 6.6613381477509392e-16 0.92576443983769929 0.8664999902748397 0.9217430482619402 0 0 0 0 7.5397852412423463 0.5693821590407816 0.53174437166629929 0.53027918446855782 0 3.5202276014005325e-06 0 0 0.00030372125263456199 0.0024138150134251249 3.2690502646173027 0.0012486268285992882 6.6613381477509392e-16 8.8531216466853267e-16 0.0010526979918442027 0.010146426044184947 1.0039245199612368 1.003635538048675 0.99999999663415196 1 1.2326736877236595 2.076824771462042 2.7468925433607181 3.8893955648210983 0 0 0 0 0.0010107774636923868 0.001490833295922265 0.0015499879469518367 0.00074948026066229477 0 7.9794944221546818e-05 0 0 0.0015242389966651994 0.016208354769362731 0.0082952227667569111 0.00034133124725080279
13.357000412388231 1400 0.064392296399794047 0.99536117949672132 0.51194343660291486 1.0361879381337706 0.032965213509664124 0.9953610546039029 1.2547726862994002 2.0053220850414779 0 0 0.54785707413772233 1.649479478061664 0.23696237372034379 0.31613498484089442 1.2801800268799302 0.99999999999999933 8.8817841970012523e-16 0.91430248953953608 0.86378503044404775 0.91206541208029812 0 0 0 0 8.4510450657308738 0.75026874711277414 0.54071119683756719 0.54221223494252879 0 3.1021010901230509e-06 0 0 0.00050087841042625978 0.001486519511420942 3.2518264479064776 0.00093489313248333377 8.8817841970012523e-16 7.6376617013858164e-16 0.00091258806857392181 0.0093711899729970755 1.0041100323394754 1.0040277412680407 0.99999999522530203 1 1.2395137375544729 1.9816119451950094 3.0688192146132933 4.4296884054021088 0 0 0 0 0.0012750278692910211 0.0015137023843685019 0.0010868182858370247 0.00082791495618209652 0 3.1698017569920406e-05 0 0 0.0014312305468686271 0.01588364895238591 0.010318840233595812 0.00028563193657064575
14.25734089996679 1500 0.066194371032408203 0.99536123056570469 0.49878498049522424 1.0330275621097582 0.033016758064293363 0.9953610668445465 1.2488486710861311 1.9919566571483722 0 0 0.54472167933661486 1.6275247920811848 0.24427647414525541 0.32938226613565447 1.2502651020976374 0.99999999999999933 6.6613381477509392e-16 0.90120954808089937 0.86112942049474239 0.90051480866882305 0 0 0 0 8.3513780737898564 0.61954714436026814 0.52661724108608976 0.52500508088189457 0 2.7943398993215799e-06 0 0 0.00096428436742120017 0.0042524988222166502 3.3314987335491755 0.0015605211604669046 6.6613381477509392e-16 7.8492844458888001e-16 0.000775273576553454 0.0091180126344341163 1.0044055048344234 1.0041301342383984 0.99999999339343271 1 1.231934211970092 1.965477083462783 3.2336934063983822 4.388338154896422 0 0 0 0 0.0016393654027559367 0.001514711595238488 0.00090376846474619411 0.00087134348621784551 0 6.9653826430595756e-05 0 0 0.0013921816748036333 0.015585810352376111 0.010780334344061821 0.00030889523158634705
10.610932977573789 1100 0.064758231893682031 0.99536101078796968 0.55434258826802862 1.0498725858978744 0.035898245879604974 0.99536096613847602 1.24426348533072 2.1131827876598188 0 0 0.49858113494631512 1.636500802979268 0.21075234325085218 0.28683736592489228 1.3431954706979088 0.99999999999999933 6.6613381477509392e-16 0.93667590001856371 0.87736627386480948 0.93508376224013645 0 0 0 0 8.1585840917908818 0.723192193846798 0.57040631106416573 0.5720533490909987 0 6.384068697568209e-06 0 0 0.00091478231953795301 0.012030777619738706 3.5078212185456965 0.0022391410118590663 6.6613381477509392e-16 7.3233863994687133e-16 0.00060368273379828149 0.010336972234390547 1.0031355144259932 1.0027887793622565 0.99999999847166132 1 1.2380960631833151 2.1021586725784855 2.5907050891820766 3.6712810359807238 0 0 0 0 0.00097950915347384013 0.0016543924970761961 0.0011950705788208716 0.00060834229188592168 0 3.8406230216642622e-05 0 0 0.0015920286417828418 0.017785445397170419 0.01119742653490465 0.00034395764815844211
11.534283576681585 1200 0.063784708379798549 0.99536106976366434 0.57139723132441145 1.044375166446021 0.036446405769052247 0.99536100416206474 1.2524382128100811 2.092408221573149 0 0 0.52595726340525539 1.6400494561297863 0.2225922030083366 0.30141122133029374 1.3437274501112275 0.99999999999999933 6.6613381477509392e-16 0.93314470450917997 0.8707672476167041 0.92958903490244338 0 0 0 0 8.2970021491959827 0.81741320578967547 0.59339594906127824 0.59500441332812704 0 3.9358294979919461e-06 0 0 0.00061294036078246193 0.0069869368518194344 3.3423473739392184 0.0017980788241169345 6.6613381477509392e-16 5.9205023540168914e-16 0.0010092350477234808 0.010447687607916973 1.0036901850490616 1.0033071737372909 0.9999999976935201 1 1.2431728975211105 2.0771131739129274 2.7589907327972312 4.1243201978251189 0 0 0 0 0.0010062485566875944 0.0015410068909950281 0.0013334881087885425 0.00065611705092986537 0 4.8616658501422251e-05 0 0 0.0015556203144528775 0.01741477283872201 0.0098928706103748754 0.00035134865075779896
12.449197450501629 1300 0.072408197320148499 0.99536112592872694 0.55728396632091604 1.0398627164822014 0.041686973594390074 0.99536103370473117 1.2337696248198182 2.0458926010284593 0 0 0.52642643269399081 1.5494113764105515 0.23027069141021556 0.31177864481232387 1.2977936576460363 0.99999999999999933 6.6613381477509392e-16 0.92576443967349931 0.86649998997804134 0.92174304785349881 0 0 0 0 7.5397852568016521 0.56938215256396496 0.53174437496062987 0.53027918767939008 0 3.5202269717356552e-06 0 0 0.00030372010704683808 0.0024138111114717048 3.2690503090676009 0.0012486245898492088 6.6613381477509392e-16 6.344506852433314e-16 0.0010526980055124949 0.010146426061226437 1.003924519847234 1.0036355379917552 0.99999999663413486 1 1.232673687732045 2.0768248038506298 2.7468925616411468 3.8893955911927982 0 0 0 0 0.0010107774635011732 0.0014908334351950864 0.0015499876098277706 0.00074948025741407515 0 7.9794943096250239e-05 0 0 0.0015242390072602741 0.016208354991628128 0.0082952229963513726 0.0003413312507268444
13.357000413651113 1400 0.064392296416026243 0.99536117949672176 0.51194344570267247 1.0361879381999042 0.032965214103928407 0.99536105460390334 1.2547726876855418 2.0053220930506095 0 0 0.54785707206555867 1.6494794752025841 0.23696237437834408 0.3161349850499256 1.2801800351014729 0.99999999999999933 8.8817841970012523e-16 0.91430248900724564 0.86378502958362346 0.91206541139696395 0 0 0 0 8.4510450485485151 0.75026875782931779 0.54071120523807881 0.5422122433730483 0 3.1021010807554378e-06 0 0 0.00050087950293726386 0.0014865198108616035 3.2518264056064368 0.00093488682878424762 8.8817841970012523e-16 6.6176637685215761e-16 0.0009125880978519532 0.0093711900992988588 1.0041100324527414 1.0040277413299505 0.9999999952253027 1 1.2395137390278181 1.9816119533202932 3.0688192196661945 4.4296884439124202 0 0 0 0 0.0012750278934996312 0.0015137024973699972 0.0010868178805092112 0.00082791500063134418 0 3.1698018557413615e-05 0 0 0.0014312305580717511 0.015883649148998782 0.010318840135896051 0.00028563194583153977
14.257340901249286 1500 0.066194371004534777 0.99536123056570558 0.49878498700203788 1.0330275602734307 0.033016758481104955 0.99536106684454739 1.2488486710148066 1.9919566607163119 0 0 0.54472168205715465 1.6275247949721912 0.24427647433782548 0.3293822651290077 1.2502651076370392 0.99999999999999933 6.6613381477509392e-16 0.9012095471045044 0.86112941970142076 0.90051480776702353 0 0 0 0 8.3513780859108468 0.61954715493956491 0.52661724079181016 0.52500508035497206 0 2.7943395389128645e-06 0 0 0.00096428385931818727 0.004252496158712136 3.3314988208431204 0.0015605409181415919 6.6613381477509392e-16 6.5218016016724546e-16 0.00077527353668115431 0.0091180127523886097 1.0044055050593128 1.0041301344549938 0.99999999339343248 1 1.2319342120496906 1.9654770871787413 3.2336934152447263 4.3883381911352632 0 0 0 0 0.0016393654017343294 0.0015147116264559264 0.00090376906957503151 0.00087134358052087606 0 6.965382493303023e-05 0 0 0.0013921816852758993 0.015585810575701251 0.010780334458041999 0.000308895233332454
15.148990790212968 1600 0.069899059690834292 0.99536127917619777 0.49491822453867257 1.0304149863715522 0.034594318519110406 0.99536107063935797 1.2372238747519748 1.9664136038977214 0 0 0.52557647442404054 1.5475830859793362 0.25417291453600616 0.34413843403330063 1.220442979222548 0.99999999999999933 6.6613381477509392e-16 0.88481425548158921 0.85763063198147826 0.88480989338958516 0 0 0 0 7.9191414504693132 0.56203033887963827 0.52045212593440782 0.51883082191181695 0 2.5347250722920688e-06 0 0 0.0023466831986711156 0.0071843351832455724 3.374781799355377 0.0029650545350113689 6.6613381477509392e-16 6.9077748717879005e-16 0.0011010220895476591 0.0087636441299955015 1.0052702695298006 1.0046679572049524 0.99999999106106441 1 1.219227484452829 1.9466904585624454 3.2680680624217984 4.4579521753186642 0 0 0 0 0.0021406340572353204 0.0014846632389999364 0.0011179872241102535 0.0010341406210997192 0 6.8238191971319896e-05 0 0 0.001321206112268797 0.01485568478411611 0.010327238192598214 0.00030860123071621136
16.0307026758835 1700 0.069851045503896328 0.99536132536210697 0.49236176640784057 1.0283834321520693 0.034391984149734503 0.99536106644688127 1.2369949291174851 1.9763657313349132 0 0 0.50929234164071868 1.5357786196136582 0.26538086001992883 0.35908654822638408 1.20351461441489 0.99999999999999933 6.6613381477509392e-16 0.86756069914580858 0.85348385920728853 0.86755624651456831 0 0 0 0 7.8997141721356954 0.57049874700176972 0.52569446049109203 0.52405674279915671 0 4.7054315344580883e-06 0 0 0.0062165211090663428 0.0091872687640724565 3.4057545635123003 0.0070750038328048206 6.6613381477509392e-16 9.4083778898264684e-16 0.0011486031733003515 0.0085664691724406713 1.0053363253911842 1.0051288815438075 0.99999998814916047 1 1.2155687217386331 1.9409586159203389 3.4929215647442171 4.7865060658141632 0 0 0 0 0.0028587917371562938 0.0014000975302963035 0.0012271631512701536 0.0011591512688410657 0 6.4210276094932815e-05 0 0 0.0012735477979345206 0.014575402170588862 0.010628408112188518 0.00031295547071954734
16.901298678362757 1800 0.066132160847538285 0.99536136915464968 0.48716082935198013 1.0264249333435336 0.032216998325327088 0.99536105493922655 1.2483280201579421 2.0149563867318445 0 0 0.50471756870700124 1.6027424941865633 0.27736632344019108 0.37375592834832305 1.1941568394538178 0.99999999999999933 8.8817841970012523e-16 0.85173176145385199 0.84893347260008212 0.85173056625780541 0 0 0 0 8.3101250888573563 0.63199953702680134 0.54183799646831743 0.54019490960412186 0 4.1862740951231668e-06 0 0 0.0010742163735323171 0.0096516670243667665 3.3463830959850811 0.0034575659274641455 8.8817841970012523e-16 5.6180365191827376e-16 0.001012466932500749 0.008688340794211118 1.005965170987007 1.0055645546571175 0.99999998457903283 1 1.2200171812296845 1.9691906288001433 3.9701820335370299 5.3937499300968943 0 0 0 0 0.00073849734269176793 0.0012670504366924424 0.001572805564531246 0.00089904050400192227 0 6.7017510734596704e-05 0 0 0.0012492818447112086 0.014681130760713165 0.011658091980556621 0.00032013197455957489
17.760316691457056 1900 0.064981263024271832 0.99536141061340477 0.48186122521098379 1.0248424540976131 0.031311951016633054 0.9953610369393886 1.2508909035785589 2.001795427888506 0 0 0.49616482692010733 1.6380058068960284 0.28957384969345035 0.38311758243681227 1.1685115347781054 0.99999999999999933 6.6613381477509392e-16 0.83879166785161297 0.84430442112543802 0.8387895986105276 0 0 0 0 8.3631440065045677 0.76402414940363861 0.5379790884350184 0.53633993275097791 0 2.2125459685955312e-05 0 0 0.0046179438838480809 0.023927207220273108 3.3481447598523255 0.019647371685256588 6.6613381477509392e-16 9.1553956444328978e-16 0.0010212503205249486 0.009519589599737437 1.0066067554178952 1.0064840228241139 0.99999998027158588 1 1.2164259571867442 1.9469299080483118 4.3286938563523174 6.0452169726511658 0 0 0 0 0.0021914111138932177 0.0012740050879053492 0.0010367364691212546 0.00086436499210214941 0 6.0537992077833993e-05 0 0 0.0011694926460608774 0.014147828672498166 0.011121683569484756 0.00024811400606062874
18.609519474093094 2000 0.070203644844915411 0.99536144989002096 0.4918744453779314 1.023375171222884 0.034823398585745576 0.99536101330080995 1.234665687212875 1.9428134904070402 0 0 0.49418443771775022 1.4920144774476396 0.297995117289102 0.38926562740864273 1.1205483630678323 0.99999999999999933 8.8817841970012523e-16 0.829878516453468 0.8400291379451279 0.82987337917203052 0 0 0 0 7.9005293965938277 0.57500170827512775 0.53937927510692463 0.53784874520120496 0 1.6532462260130243e-05 0 0 0.0020254896301391302 0.013094351420154096 3.2406226511225626 0.0070628701533630494 8.8817841970012523e-16 8.6446773416538618e-16 0.0011300311500598095 0.0084981304797035473 1.0069582029031201 1.0064649698529617 0.99999997513611716 1 1.2049398960647857 1.9377898682222967 4.017618694660384 5.4904342148887224 0 0 0 0 0.0018044560137141824 0.0012961692113402589 0.00073320768493201046 0.00084905436650947047 0 4.7339478128245087e-05 0 0 0.0011014754771601623 0.013270236290713512 0.010182159143485515 0.00028786706348962569
19.452399411713962 2100 0.065879381671751946 0.99536148718802864 0.44903918082094307 1.0219784294589349 0.029582423578873945 0.9953609848193582 1.2352445003277033 1.8949718808777667 0 0 0.49263349083310248 1.6283949907110311 0.30152435569700936 0.38791462925816911 1.0733735117811487 0.99999999999999933 6.6613381477509392e-16 0.82525322574519211 0.83656708322216522 0.82524015793412975 0 0 0 0 8.272403403031678 0.70585830311901399 0.52200446509311116 0.52052087405700043 0 8.0296829099061848e-06 0 0 0.0012876523122092684 0.011194773005057067 3.1337072049488155 0.0037840567357438088 6.6613381477509392e-16 9.6574746001144462e-16 0.0010067203427256627 0.0088627905565361806 1.0072777073069965 1.0072205899945719 0.99999996905712296 1 1.1952563080113139 1.9459155421114944 4.4951853831131663 6.0718120676961123 0 0 0 0 0.0014702958740693982 0.0013179079258243346 0.00065092350622880896 0.00082352978082841748 0 4.618486195494243e-05 0 0 0.0010024263265512158 0.012517857881713163 0.010223044425265939 0.00022606372963231928
