phase,writer,component,value
t3_03_SAME_LEVEL_COARSE_REFRESH,SAME_LEVEL_COARSE_REFRESH,z4c_Bx,0.003868812771605679
t3_04_COARSE_TO_FINE_PROLONGATION,COARSE_TO_FINE_PROLONGATION,z4c_Bx,0.003868812771605679
t3_05_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_2,z4c_Bx,0.003868812771605679
t3_06_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_AXIS,z4c_Bx,0.003868812771605679
t4_00_ALGEBRAIC_PROJECTION,ALGEBRAIC_PROJECTION,z4c_Bx,0.003868812771605679
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,ADM_OR_CONSTRAINT_RECOMPUTATION,z4c_Bx,0.003868812771605679
T0_CANONICAL,ACCEPTED_OLD_STATE,z4c_By,-8.560305886122831e-07
t2_00_REFINE_OR_DEREFINE_TRANSFER,REFINE_OR_DEREFINE_TRANSFER,z4c_By,-8.560305886122826e-07
t3_00_RESTRICT,RESTRICT,z4c_By,-8.560305886122826e-07
t3_01_MPI_RECEIVE,MPI_RECEIVE,z4c_By,-8.560305886122826e-07
t3_02_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_1,z4c_By,-8.560305886122826e-07
t3_03_SAME_LEVEL_COARSE_REFRESH,SAME_LEVEL_COARSE_REFRESH,z4c_By,-8.560305886122826e-07
t3_04_COARSE_TO_FINE_PROLONGATION,COARSE_TO_FINE_PROLONGATION,z4c_By,-8.560305886122826e-07
t3_05_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_2,z4c_By,-8.560305886122826e-07
t3_06_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_AXIS,z4c_By,-8.560305886122826e-07
t4_00_ALGEBRAIC_PROJECTION,ALGEBRAIC_PROJECTION,z4c_By,-8.560305886122826e-07
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,ADM_OR_CONSTRAINT_RECOMPUTATION,z4c_By,-8.560305886122826e-07
T0_CANONICAL,ACCEPTED_OLD_STATE,z4c_Bz,0.0
t2_00_REFINE_OR_DEREFINE_TRANSFER,REFINE_OR_DEREFINE_TRANSFER,z4c_Bz,0.0
t3_00_RESTRICT,RESTRICT,z4c_Bz,0.0
t3_01_MPI_RECEIVE,MPI_RECEIVE,z4c_Bz,0.0
t3_02_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_1,z4c_Bz,0.0
t3_03_SAME_LEVEL_COARSE_REFRESH,SAME_LEVEL_COARSE_REFRESH,z4c_Bz,0.0
t3_04_COARSE_TO_FINE_PROLONGATION,COARSE_TO_FINE_PROLONGATION,z4c_Bz,0.0
t3_05_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_2,z4c_Bz,0.0
t3_06_PHYSICAL_OR_AXIS_BC,PHYSICAL_OR_AXIS_BC_AXIS,z4c_Bz,0.0
t4_00_ALGEBRAIC_PROJECTION,ALGEBRAIC_PROJECTION,z4c_Bz,0.0
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,ADM_OR_CONSTRAINT_RECOMPUTATION,z4c_Bz,0.0
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_C,0.3347125796150213
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_C,153.87644387135887
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_C,156.09307043840033
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_C,156.09307043840033
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_H,0.7611678245789963
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_H,9.26663730374381
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_H,9.312112181945214
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_H,9.312112181945214
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_M,-0.004797901191687253
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_M,67.87082118736069
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_M,69.24255240897554
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_M,69.24255240897554
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_Z,0.008354411459949938
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_Z,0.008595794429617682
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_Z,0.008603038287242471
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_Z,0.008603038287242471
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_Mx,-0.12542086506939698
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_Mx,-8.998787365466592
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_Mx,-9.10161737116337
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_Mx,-9.10161737116337
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_My,-0.30564413884583297
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_My,6.8470488358034425
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_My,6.900417951302591
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_My,6.900417951302591
T0_CONSTRAINT_INTERPOLATED,ACCEPTED_OLD_STATE,con_Mz,0.0
t3_06_PHYSICAL_OR_AXIS_BC,t3_06_PHYSICAL_OR_AXIS_BC,con_Mz,0.0
t4_00_ALGEBRAIC_PROJECTION,t4_00_ALGEBRAIC_PROJECTION,con_Mz,0.0
t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,t5_00_ADM_OR_CONSTRAINT_RECOMPUTATION,con_Mz,0.0
