
Root grid = 4 x 4 x 4 MeshBlocks
Total number of MeshBlocks = 232
Number of logical  levels of refinement = 5 (6 levels total)
Number of physical levels of refinement = 3 (4 levels total)
  Physical level = 0 (logical level = 2): 56 MeshBlocks, cost = 56
  Physical level = 1 (logical level = 3): 56 MeshBlocks, cost = 56
  Physical level = 2 (logical level = 4): 56 MeshBlocks, cost = 56
  Physical level = 3 (logical level = 5): 64 MeshBlocks, cost = 64
Number of parallel ranks = 8
  Rank = 0: 29 MeshBlocks, cost = 29
  Rank = 1: 29 MeshBlocks, cost = 29
  Rank = 2: 29 MeshBlocks, cost = 29
  Rank = 3: 29 MeshBlocks, cost = 29
  Rank = 4: 29 MeshBlocks, cost = 29
  Rank = 5: 29 MeshBlocks, cost = 29
  Rank = 6: 29 MeshBlocks, cost = 29
  Rank = 7: 29 MeshBlocks, cost = 29
Load Balancing:
  Maximum normalized cost = 1, Average = 1
### WARNING in /pscratch/sd/h/hzhu/fo-gh-exact-pullback-20260818.20260818T063217.173370/src/parameter_input.cpp: input parameter <problem>/near_radius = 2.0 was not used by the code (check for a typo)

Setup complete, executing task list(s)...

elapsed=9.508391e+00 cycle=0 time=0.000000e+00 dt=2.069156e-03
elapsed=2.472935e+02 cycle=1240 time=2.565337e+00 dt=2.068024e-03
elapsed=2.491365e+02 cycle=1250 time=2.586017e+00 dt=2.068002e-03
elapsed=2.510444e+02 cycle=1260 time=2.606697e+00 dt=2.067979e-03
elapsed=2.528895e+02 cycle=1270 time=2.627377e+00 dt=2.067957e-03
elapsed=2.547323e+02 cycle=1280 time=2.648057e+00 dt=2.067934e-03
elapsed=2.565736e+02 cycle=1290 time=2.668736e+00 dt=2.067910e-03
elapsed=2.584147e+02 cycle=1300 time=2.689415e+00 dt=2.067887e-03
elapsed=2.602576e+02 cycle=1310 time=2.710094e+00 dt=2.067863e-03
elapsed=2.621002e+02 cycle=1320 time=2.730772e+00 dt=2.067839e-03
elapsed=2.639414e+02 cycle=1330 time=2.751450e+00 dt=2.067815e-03
elapsed=2.657831e+02 cycle=1340 time=2.772128e+00 dt=2.067790e-03
elapsed=2.676239e+02 cycle=1350 time=2.792806e+00 dt=2.067765e-03
elapsed=2.695312e+02 cycle=1360 time=2.813484e+00 dt=2.067740e-03
elapsed=2.713745e+02 cycle=1370 time=2.834161e+00 dt=2.067714e-03
elapsed=2.732169e+02 cycle=1380 time=2.854838e+00 dt=2.067689e-03
elapsed=2.750621e+02 cycle=1390 time=2.875515e+00 dt=2.067663e-03
elapsed=2.769054e+02 cycle=1400 time=2.896191e+00 dt=2.067636e-03
elapsed=2.787468e+02 cycle=1410 time=2.916868e+00 dt=2.067610e-03
elapsed=2.805875e+02 cycle=1420 time=2.937543e+00 dt=2.067583e-03
elapsed=2.824282e+02 cycle=1430 time=2.958219e+00 dt=2.067555e-03
elapsed=2.842700e+02 cycle=1440 time=2.978895e+00 dt=2.067528e-03
elapsed=2.861120e+02 cycle=1450 time=2.999570e+00 dt=2.067500e-03
elapsed=2.880195e+02 cycle=1460 time=3.020245e+00 dt=2.067472e-03
elapsed=2.898619e+02 cycle=1470 time=3.040919e+00 dt=2.067443e-03
elapsed=2.917032e+02 cycle=1480 time=3.061594e+00 dt=2.067414e-03
elapsed=2.935447e+02 cycle=1490 time=3.082268e+00 dt=2.067385e-03
elapsed=2.953860e+02 cycle=1500 time=3.102941e+00 dt=2.067356e-03
elapsed=2.972276e+02 cycle=1510 time=3.123615e+00 dt=2.067326e-03
elapsed=2.990690e+02 cycle=1520 time=3.144288e+00 dt=2.067296e-03
elapsed=3.009102e+02 cycle=1530 time=3.164961e+00 dt=2.067265e-03
elapsed=3.027523e+02 cycle=1540 time=3.185633e+00 dt=2.067234e-03
elapsed=3.046600e+02 cycle=1550 time=3.206305e+00 dt=2.067203e-03
elapsed=3.065027e+02 cycle=1560 time=3.226977e+00 dt=2.067172e-03
elapsed=3.083449e+02 cycle=1570 time=3.247649e+00 dt=2.067140e-03
elapsed=3.101870e+02 cycle=1580 time=3.268320e+00 dt=2.067108e-03
elapsed=3.120285e+02 cycle=1590 time=3.288991e+00 dt=2.067076e-03
elapsed=3.138706e+02 cycle=1600 time=3.309662e+00 dt=2.067043e-03
elapsed=3.157131e+02 cycle=1610 time=3.330332e+00 dt=2.067010e-03
elapsed=3.175558e+02 cycle=1620 time=3.351002e+00 dt=2.066976e-03
elapsed=3.193986e+02 cycle=1630 time=3.371671e+00 dt=2.066942e-03
elapsed=3.212416e+02 cycle=1640 time=3.392341e+00 dt=2.066908e-03
elapsed=3.231489e+02 cycle=1650 time=3.413010e+00 dt=2.066873e-03
elapsed=3.249907e+02 cycle=1660 time=3.431611e+00 dt=0.000000e+00
elapsed=3.268312e+02 cycle=1670 time=3.431611e+00 dt=0.000000e+00
elapsed=3.286769e+02 cycle=1680 time=3.431611e+00 dt=0.000000e+00
elapsed=3.305211e+02 cycle=1690 time=3.431611e+00 dt=0.000000e+00
elapsed=3.323662e+02 cycle=1700 time=3.431611e+00 dt=0.000000e+00
elapsed=3.342097e+02 cycle=1710 time=3.431611e+00 dt=0.000000e+00
elapsed=3.360556e+02 cycle=1720 time=3.431611e+00 dt=0.000000e+00
elapsed=3.379004e+02 cycle=1730 time=3.431611e+00 dt=0.000000e+00
elapsed=3.397451e+02 cycle=1740 time=3.431611e+00 dt=0.000000e+00
elapsed=3.415901e+02 cycle=1750 time=3.431611e+00 dt=0.000000e+00
elapsed=3.434359e+02 cycle=1760 time=3.431611e+00 dt=0.000000e+00
elapsed=3.452790e+02 cycle=1770 time=3.431611e+00 dt=0.000000e+00
elapsed=3.471240e+02 cycle=1780 time=3.431611e+00 dt=0.000000e+00
elapsed=3.489680e+02 cycle=1790 time=3.431611e+00 dt=0.000000e+00
elapsed=3.508126e+02 cycle=1800 time=3.431611e+00 dt=0.000000e+00
elapsed=3.526560e+02 cycle=1810 time=3.431611e+00 dt=0.000000e+00
elapsed=3.545007e+02 cycle=1820 time=3.431611e+00 dt=0.000000e+00
elapsed=3.563452e+02 cycle=1830 time=3.431611e+00 dt=0.000000e+00
elapsed=3.581906e+02 cycle=1840 time=3.431611e+00 dt=0.000000e+00
elapsed=3.600337e+02 cycle=1850 time=3.431611e+00 dt=0.000000e+00
elapsed=3.618773e+02 cycle=1860 time=3.431611e+00 dt=0.000000e+00
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
[2026-08-18T10:48:50.840] error: *** STEP 57208600.4 ON nid001145 CANCELLED AT 2026-08-18T10:48:50 DUE to SIGNAL Killed ***
srun: error: nid001148: task 4: Killed
srun: Terminating StepId=57208600.4
srun: error: nid001145: tasks 0,2-3: Killed
srun: error: nid001145: task 1: Killed
srun: error: nid001148: tasks 5-7: Killed
